level,character,meaning,sound
1,躊,머뭇거릴,주
1,呪,빌,주
1,註,글뜻풀,주
1,輳,몰려들,주
1,嗾,부추길,주
1,誅,벨,주
1,廚,부엌,주
1,做,지을,주
1,紂,주임금/껑거리끈,주
1,胄,자손,주
1,紬,명주,주
4,竹 ,대나무,죽
4,準 ,준할,준
3,俊,준걸,준
3,遵,좇을,준
2,晙,밝을,준
2,駿,준마,준
2,准,준할,준
2,濬,깊을,준
2,峻,높을,준
2,埈,높을,준
2,浚,깊게할,준
1,竣,마칠,준
1,樽,술통,준
1,蠢,꾸물거릴,준
8,中 ,가운데,중
7,重 ,무거울,중
4,衆 ,무리,중
3,仲,버금,중
3,卽,곧,즉
1,櫛,빗,즐
1,葺,기울,즙
1,汁,즙,즙
4,增 ,더할,증
4,證 ,증명할,증
3,憎,미울,증
3,曾,일찍,증
3,症,증세,증
3,蒸,찔,증
3,贈,줄,증
7,紙 ,종이,지
7,地 ,땅,지
5,止 ,그칠,지
5,知 ,알,지
4,指 ,가리킬/손가락,지
4,志 ,뜻,지
4,支 ,지탱할,지
4,至 ,이를,지
4,智 ,지혜,지
4,誌 ,기록할,지
4,持 ,가질,지
3,池,못,지
3,之,갈,지
3,枝,가지,지
3,遲,더딜,지
3,只,다만,지
2,芝,지초,지
2,址,터,지
2,脂,기름,지
2,旨,뜻,지
1,祉,복,지
1,肢,팔다리,지
1,咫,여덟치,지
1,摯,잡을,지
1,枳,탱자,지/기
7,直 ,곧을,직
4,職 ,벼슬,직
4,織 ,짤,직
2,稷,피,직
2,稙,올벼,직
4,眞 ,참,진
4,進 ,나아갈,진
4,珍 ,보배,진
4,陣 ,진칠,진
4,盡 ,다할,진
3,鎭,진압할,진
3,振,떨칠,진
3,震,우레,진
3,陳,베풀,진
3,辰,다섯째지지/별,진
2,秦,성씨/나라이름,진
2,晋,나아갈/진나라,진
2,診,진찰할,진
2,塵,티끌,진
2,津,나루/진액,진
1,嗔,성낼,진
1,疹,마마,진
5,質 ,바탕,질
3,疾,병,질
3,秩,차례,질
3,姪,조카,질
2,窒,막힐,질
1,桎,차꼬,질
1,嫉,미워할,질
1,膣,음도,질
1,叱,꾸짖을,질
1,跌,거꾸러질,질
1,帙,책권차례,질
1,迭,갈마들,질
1,朕,나,짐
1,斟,짐작할,짐
6,集 ,모을,집
3,執,잡을,집
2,輯,모을,집
3,徵,부를,징
3,懲,징계할,징
1,澄,맑을,징
4,次 ,버금,차
3,此,이,차
3,借,빌릴,차
3,且,또,차
2,遮,가릴,차
1,蹉,미끄러질,차
1,叉,갈래,차
1,嗟,탄식할,차
4,差 ,다를/어긋날,차/치
5,着 ,붙을,착
3,錯,어긋날,착
3,捉,잡을,착
1,搾,짤,착
1,窄,좁을,착
1,鑿,뚫을,착
4,讚 ,기릴,찬
3,贊,도울,찬
2,鑽,뚫을,찬
2,璨,옥빛,찬
2,燦,빛날,찬
2,瓚,옥잔,찬
2,餐,밥,찬
1,纂,모을,찬
1,饌,반찬,찬
1,篡,빼앗을,찬
1,撰,지을,찬
4,察 ,살필,찰
2,刹,절,찰
2,札,편지/뽑을,찰
1,擦,문지를,찰
3,慘,참혹할,참
3,慙,부끄러워할,참
2,斬,벨,참
1,站,역마을,참
1,僭,주제넘을,참
1,懺,뉘우칠,참
1,讒,참소할,참
1,塹,구덩이,참
1,讖,예언,참
5,參 ,참여할/석,참/삼
6,窓 ,창문,창
5,唱 ,부를,창
4,創 ,비롯할,창
3,昌,창성할,창
3,倉,곳집,창
3,蒼,푸를,창
3,暢,화창할,창
2,敞,시원할,창
2,昶,해 길,창
2,滄,큰바다,창
2,彰,밝을,창
1,槍,창,창
1,瘡,부스럼,창
1,漲,넘칠,창
1,脹,부을,창
1,倡,광대,창
1,娼,창녀,창
1,艙,부두,창
1,猖,미쳐날뛸,창
1,菖,창포,창
1,廠,공장,창
1,愴,슬플,창
4,採 ,캘,채
3,彩,채색,채
3,債,빚,채
3,菜,나물,채
2,采,풍채,채
2,蔡,성씨,채
2,埰,사패지,채
1,寨,목책,채
5,責 ,꾸짖을,책
4,冊 ,책,책
3,策,꾀,책
1,柵,울타리,책
4,處 ,곳,처
3,妻,아내,처
2,悽,슬퍼할,처
1,凄,쓸쓸할,처
3,戚,겨레,척
3,尺,자,척
3,斥,물리칠,척
2,隻,외짝,척
2,陟,오를,척
1,滌,씻을,척
1,脊,등마루,척
1,擲,던질,척
1,瘠,여윌,척
3,拓,넓힐/박을,척/탁
7,千 ,일천,천
7,川 ,내,천
7,天 ,하늘,천
4,泉 ,샘,천
3,踐,밟을,천
3,遷,옮길,천
3,賤,천할,천
3,淺,얕을,천
3,薦,천거할,천
2,釧,팔찌,천
1,擅,멋대로할,천
1,喘,숨찰,천
1,闡,밝힐,천
1,穿,뚫을,천
5,鐵 ,쇠,철
3,哲,밝을,철
3,徹,통할,철
2,喆,밝을,철
2,澈,맑을,철
2,撤,거둘,철
1,轍,바퀴자국,철
1,綴,엮을,철
1,凸,볼록할,철 
3,添,더할,첨
3,尖,뾰족할,첨
2,瞻,볼,첨
1,籤,제비(점대),첨
1,僉,다/여러,첨
1,諂,아첨할,첨
3,妾,첩,첩
2,諜,염탐할,첩
1,疊,거듭,첩
1,牒,편지,첩
1,捷,빠를,첩
1,帖,문서,첩
1,貼,붙일,첩
8,靑 ,푸를,청
6,淸 ,맑을,청
4,請 ,청할,청
4,聽 ,들을,청
4,廳 ,관청,청
3,晴,갤,청
6,體 ,몸,체
3,滯,막힐,체
3,遞,갈릴,체
3,逮,잡을,체
3,替,바꿀,체
2,締,맺을,체
1,涕,눈물,체
1,諦,살필,체
7,草 ,풀,초
5,初 ,처음,초
4,招 ,부를,초
3,肖,닮을,초
3,礎,주춧돌,초
3,超,뛰어넘을,초
3,秒,분초,초
3,抄,뽑을,초
2,楚,초나라/회초리,초
2,哨,망볼,초
2,焦,그을릴,초
1,貂,담비,초
1,蕉,파초,초
1,礁,암초,초
1,樵,나무할,초
1,硝,화약,초
1,梢,나무끝,초
1,憔,파리할,초
1,稍,점점,초
1,醋,초,초
1,炒,볶을,초
3,促,재촉할,촉
3,觸,닿을,촉
3,燭,촛불,촉
2,蜀,나라이름,촉
1,囑,부탁할,촉
8,寸 ,마디,촌
7,村 ,마을,촌
1,忖,헤아릴,촌
4,銃 ,총,총
4,總 ,다,총
3,聰,귀밝을,총
1,叢,떨기/모일,총
1,塚,무덤,총
1,寵,사랑할,총
1,撮,모을/사진찍을,촬
5,最 ,가장,최
3,催,재촉할,최
2,崔,성씨/높을,최
7,秋 ,가을,추
3,追,따를,추
3,醜,추할,추
3,抽,뽑을,추
2,楸,가래나무,추
2,鄒,나라이름,추
2,趨,달아날,추
1,鰍,미꾸라지,추
1,椎,쇠몽치/등골,추
1,鎚,쇠망치,추
1,樞,지도리,추
1,酋,우두머리,추
1,芻,꼴,추
1,錐,송곳,추
1,墜,떨어질,추
1,錘,저울추,추
4,推 ,밀,추/퇴
1,槌,칠/방망이,추/퇴
5,祝 ,빌,축
4,蓄 ,모을,축
4,築 ,쌓을/악기,축
4,縮 ,줄일,축
3,畜,기를,축
3,逐,쫓을,축
3,丑,두번째 지지/소,축
2,軸,굴대,축
2,蹴,찰,축
7,春 ,봄,춘
2,椿,참죽나무,춘
7,出 ,날,출
1,黜,내칠,출
5,充 ,채울,충
4,蟲 ,벌레,충
4,忠 ,충성,충
3,衝,찌를,충
2,沖,화할/빌,충
2,衷,속마음,충
1,萃,모을,췌
1,贅,혹,췌
1,悴,파리할,췌
1,膵,췌장,췌
4,取 ,취할,취
4,就 ,나아갈,취
4,趣 ,뜻,취
3,醉,취할,취
3,吹,불,취
3,臭,냄새,취
2,聚,모을,취
2,炊,불땔,취
1,娶,장가들,취
1,翠,푸를/물총새,취
1,脆,연할,취
4,測 ,헤아릴,측
3,側,곁,측
1,惻,슬플,측
4,層 ,층,층
5,致 ,이를,치
4,齒 ,이,치
4,置 ,둘,치
4,治 ,다스릴,치
3,値,값,치
3,恥,부끄러워할,치
3,稚,어릴,치
2,雉,꿩,치
2,峙,언덕,치
1,幟,기,치
1,嗤,비웃을,치
1,緻,빽빽할,치
1,痔,치질,치
1,馳,달릴,치
1,侈,사치할,치
1,熾,성할,치
1,癡,어리석을,치 
1,勅,칙서,칙
5,則 ,법/곧,칙/즉
6,親 ,친할,친
8,七 ,일곱,칠
3,漆,옻,칠
4,侵 ,넘을,침
4,針 ,바늘,침
4,寢 ,잘,침
3,浸,담글,침
3,枕,베게,침
1,砧,다듬잇돌,침
1,鍼,침,침
3,沈,잠길/성씨,침/심
1,蟄,숨을,칩
4,稱 ,일컬을,칭
1,秤,저울,칭
4,快 ,쾌할,쾌
5,他 ,남,타
5,打 ,칠,타
3,墮,떨어질,타
3,妥,온당할,타
1,惰,게으를,타
1,陀,비탈질/부처,타
1,唾,침,타
1,駝,낙타,타
1,舵,키,타
1,楕,길고둥글,타
5,卓 ,책상/높을,탁
3,濁,흐릴,탁
3,濯,씻을,탁
3,托,맡길,탁
2,託,부탁할,탁
2,琢,다듬을,탁
1,鐸,방울,탁
1,擢,뽑을,탁
5,炭 ,숯,탄
4,彈 ,탄알,탄
4,歎 ,탄식할,탄
3,誕,거짓/낳을,탄
2,灘,여울,탄
1,呑,삼킬,탄
1,坦,평탄할,탄
1,憚,꺼릴,탄
1,綻,터질,탄
4,脫 ,벗을,탈
3,奪,빼앗을,탈
4,探 ,찾을,탐
3,貪,탐할,탐
2,耽,즐길,탐
1,眈,노려볼,탐
3,塔,탑,탑
1,搭,탈,탑
3,湯,끓일,탕
1,宕,호탕할,탕
1,蕩,방탕할,탕
6,太 ,클,태
4,態 ,모습,태
3,殆,위태할,태
3,泰,클,태
3,怠,게으를,태
2,颱,태풍,태
2,胎,아이밸,태
2,兌,바꿀,태
2,台,별,태
1,苔,이끼,태
1,跆,밟을,태
1,汰,일,태
1,笞,볼기칠,태
4,擇 ,가릴,택
3,澤,못,택
1,撐,버틸,탱 
1,攄,펼,터
8,土 ,흙,토
4,討 ,칠,토
3,兔,토끼,토
3,吐,토할,토
6,通 ,통할,통
4,統 ,거느릴,통
4,痛 ,아플,통
1,慟,서러워할,통
1,桶,통,통
1,筒,통,통
4,退 ,물러날,퇴
1,褪,바랠,퇴
1,腿,넓적다리,퇴
1,頹,무너질,퇴
1,堆,쌓을,퇴
4,投 ,던질,투
4,鬪 ,싸울,투
3,透,통할,투
1,套,씌울,투
1,妬,샘낼,투
6,特 ,특별할,특
1,慝,사특할,특
4,波 ,물결,파
4,破 ,깨뜨릴,파
4,派 ,갈래,파
3,罷,파할,파
3,把,잡을,파
3,頗,자못/치우칠,파
3,播,뿌릴,파
2,坡,언덕,파
1,芭,파초,파
1,琶,비파,파
1,巴,꼬리/뱀,파
1,爬,긁을,파
1,婆,할미/음역자,파/바
1,跛,절름발이/비스듬히설,파/피
5,板 ,널빤지,판
4,判 ,판단할,판
3,版,판목,판
3,販,팔,판
2,阪,언덕,판
1,辦,힘들일,판
8,八 ,여덟,팔
5,敗 ,질,패
3,貝,조개,패
2,霸,으뜸,패
1,沛,비쏟아질,패
1,稗,피,패
1,牌,패,패
1,悖,거스를,패
1,唄,염불소리,패
1,佩,찰,패
2,彭,성씨,팽
1,膨,불을,팽
1,澎,물소리,팽
1,愎,강퍅할,퍅
4,篇 ,책,편
3,編,엮을,편
3,片,조각,편
3,偏,치우칠,편
3,遍,두루,편
2,扁,작을,편
1,騙,속일,편
1,鞭,채찍,편
7,便 ,편할/똥오줌,편/변
1,貶,낮출,폄
7,平 ,평평할,평
4,評 ,평할,평
2,坪,들,평
1,萍,부평초,평
4,閉 ,닫을,폐
3,廢,폐할,폐
3,弊,해질,폐
3,肺,허파,폐
3,蔽,덮을,폐
3,幣,비단,폐
1,斃,죽을,폐
1,陛,대궐섬돌,폐
4,砲 ,대포,포
4,包 ,쌀,포
4,胞 ,세포/여드름,포
3,浦,개,포
3,捕,잡을,포
3,飽,배부를,포
3,抱,안을,포
2,抛,던질,포
2,鮑,절인 물고기,포
2,葡,포도,포
2,怖,두려워할,포
2,鋪,펼/가게,포
1,疱,물집,포
1,匍,길,포
1,咆,고함지를,포
1,庖,부엌,포
1,脯,포,포
1,蒲,부들,포
1,逋,도망갈,포
1,泡,거품,포
1,褒,기릴,포
1,圃,채마밭,포
1,袍,도포,포
1,哺,먹일,포
4,布 ,펼/보시,포/보
4,爆 ,터질,폭
3,幅,폭,폭
4,暴 ,사나울,폭/포
1,曝,쪼일,폭/포
1,瀑,폭포/소나기,폭/포
6,表 ,겉,표
4,票 ,표,표
4,標 ,표할,표
3,漂,떠다닐,표
2,杓,북두자루,표
1,慓,급할,표
1,飄,나부낄,표
1,剽,겁박할,표
1,豹,표범,표
5,品 ,물건,품
1,稟,여쭐,품
6,風 ,바람,풍
4,豊 ,풍년,풍
3,楓,단풍,풍
2,馮,성씨,풍
1,諷,풍자할,풍
4,避 ,피할,피
4,疲 ,피곤할,피
3,皮,가죽,피
3,被,입을,피
3,彼,저,피
1,披,헤칠,피
5,必 ,반드시,필
5,筆 ,붓,필
3,畢,마칠,필
3,匹,짝,필
2,弼,도울,필
1,疋,필,필
1,逼,핍박할,핍
1,乏,모자랄,핍
7,夏 ,여름,하
7,下 ,아래,하
5,河 ,물,하
3,荷,멜,하
3,何,어찌,하
3,賀,하례할,하
1,蝦,두꺼비/새우,하
1,瑕,허물,하
1,霞,노을,하
1,遐,멀,하
8,學 ,배울,학
3,鶴,학,학
2,虐,모질,학
1,壑,구렁,학
1,謔,희롱할,학
1,瘧,학질,학
8,韓 ,나라이름,한
7,漢 ,한나라,한
5,寒 ,찰,한
4,限 ,한계,한
4,閑 ,한가할,한
4,恨 ,한,한
3,汗,땀,한
3,旱,가물,한
2,翰,편지,한
1,罕,드물,한
1,悍,사나울,한
1,澣,빨래할/열흘,한
3,割,벨,할
1,轄,다스릴,할
3,含,머금을,함
3,陷,빠질,함
3,咸,다,함
2,艦,싸움배,함
1,涵,젖을,함
1,鹹,짤,함
1,檻,난간,함
1,喊,소리칠,함
1,函,함,함
1,緘,봉할,함
1,銜,재갈,함
6,合 ,합할,합
2,陜,땅이름,합
1,盒,합,합
1,蛤,조개,합
4,航 ,배,항
4,港 ,항구,항
4,抗 ,막을,항
3,恒,항상,항
3,項,항목,항
3,巷,거리,항
2,沆,넓을,항
2,亢,높을,항
1,缸,항아리,항
1,肛,항문,항
7,海 ,바다,해
5,害 ,해할,해
4,解 ,풀,해
3,亥,열두째 지지/돼지,해
3,該,갖출,해
3,奚,어찌,해
1,諧,화할,해
1,懈,게으를,해
1,骸,뼈,해
1,咳,기침,해
1,楷,본보기,해
1,邂,우연히만날,해
1,偕,함께,해
1,駭,놀랄,해
4,核 ,씨,핵
1,劾,꾸짖을,핵
6,幸 ,다행,행
2,杏,살구나무,행
6,行 ,다닐/항렬,행/항
6,向 ,향할,향
4,香 ,향기,향
4,鄕 ,시골,향
3,響,울릴,향
3,享,누릴,향
1,饗,잔치할,향
1,嚮,길잡을,향
5,許 ,허락할,허
4,虛 ,빌,허
1,噓,불,허
1,墟,터,허
4,憲 ,법,헌
3,獻,바칠,헌
3,軒,집,헌
1,歇,쉴,헐
4,驗 ,시험할,험
4,險 ,험할,험
4,革 ,가죽/고칠,혁
2,赫,빛날,혁
2,爀,불빛,혁
6,現 ,나타날,현
4,賢 ,어질,현
4,顯 ,나타날,현
3,玄,검을,현
3,懸,매달,현
3,絃,줄,현
3,縣,고을,현
2,峴,고개,현
2,鉉,솥귀,현
2,弦,시위,현
2,炫,빛날,현
1,眩,어지러울,현
1,絢,무늬,현
1,衒,자랑할,현
4,血 ,피,혈
3,穴,구멍,혈
3,嫌,싫어할,혐
4,協 ,화할,협
3,脅,위협할,협
2,峽,골짜기,협
1,頰,뺨,협
1,俠,의기로울,협
1,挾,낄,협
1,狹,좁을,협
8,兄 ,형,형
6,形 ,모양,형
4,刑 ,형벌,형
3,衡,저울대,형
3,螢,반딧불이,형
3,亨,형통할,형
2,瀅,물맑을,형
2,型,모형,형
2,馨,꽃다울,형
2,邢,성씨,형
2,炯,빛날,형
1,荊,가시,형
4,惠 ,은혜,혜
3,慧,슬기로울,혜
3,兮,어조사,혜
1,彗,살별,혜
1,醯,식혜,혜
6,號 ,부르짖을/이름,호
5,湖 ,호수,호
4,護 ,지킬,호
4,好 ,좋을,호
4,戶 ,문,호
4,呼 ,부를,호
3,浩,클,호
3,胡,오랑캐,호
3,豪,호걸,호
3,虎,범,호
3,毫,터럭,호
3,互,서로,호
3,乎,어조사,호
2,濠,해자/호주,호
2,扈,따를/파랑새,호
2,壕,해자,호
2,鎬,호경,호
2,昊,하늘,호
2,皓,흴,호
2,祜,복,호
2,澔,넓을,호
2,晧,밝을,호
1,弧,활,호
1,狐,여우,호
1,瑚,산호,호
1,琥,호박,호
1,糊,풀칠할,호
4,或 ,혹시,혹
3,惑,미혹할,혹
2,酷,심할,혹
4,混 ,섞일,혼
4,婚 ,혼인할,혼
3,魂,넋,혼
3,昏,어두울,혼
1,渾,흐릴,혼
3,忽,갑자기,홀
1,笏,홀,홀
1,惚,황홀할,홀
4,紅 ,붉을,홍
3,洪,넓을,홍
3,弘,클,홍
3,鴻,기러기,홍
2,泓,물깊을,홍
1,哄,떠들썩할,홍
1,訌,어지러울,홍
1,虹,무지개,홍
8,火 ,불,화
7,話 ,말씀,화
7,花 ,꽃,화
6,和 ,화할,화
5,化 ,될,화
4,貨 ,재화,화
4,華 ,빛날,화
3,禍,재앙,화
3,禾,벼,화
2,嬅,탐스러울,화
2,靴,신발,화
2,樺,벚나무/자작나무,화
6,畫 ,그림/그을,화/획
4,確 ,굳을,확
3,穫,거둘,확
3,擴,넓힐,확
5,患 ,근심,환
4,環 ,고리,환
4,歡 ,기쁠,환
3,換,바꿀,환
3,還,돌아올,환
3,丸,둥글,환
2,煥,불꽃/빛날,환
2,幻,헛보일,환
2,桓,굳셀,환
1,宦,벼슬,환
1,鰥,홀아비,환
1,喚,부를,환
1,驩,기뻐할,환
7,活 ,살,활
1,闊,넓을,활
1,猾,교활할,활
2,滑,미끄러울/익살스러울,활/골
6,黃 ,누를,황
4,況 ,하물며/상황,황
3,皇,임금,황
3,荒,거칠,황
2,晃,밝을,황
2,滉,깊을,황
1,慌,어리둥절할,황
1,煌,빛날,황
1,凰,봉황,황
1,徨,헤맬,황
1,惶,두려울,황
1,遑,급할,황
1,恍,황홀할,황
6,會 ,모일,회
4,回 ,돌아올,회
4,灰 ,재,회
3,悔,뉘우칠,회
3,懷,품을,회
2,淮,물이름,회
2,檜,전나무,회
2,廻,돌,회
1,蛔,회충,회
1,恢,넓을,회
1,膾,회,회
1,繪,그림,회
1,賄,재물/뇌물,회
1,晦,그믐,회
1,誨,가르칠,회
1,徊,머뭇거릴,회
3,劃,그을,획
3,獲,얻을,획
3,橫,가로,횡
7,孝 ,효도,효
5,效 ,본받을,효
3,曉,새벽,효
1,嚆,울릴,효
1,爻,사귈/가로그을,효
1,酵,삭힐,효
1,哮,성낼,효
7,後 ,뒤,후
4,厚 ,두터울,후
4,候 ,기후,후
3,侯,제후,후
2,喉,목구멍,후
2,后,뒤/임금,후
1,逅,만날,후
1,朽,썩을,후
1,嗅,맡을,후
1,吼,울부짖을,후
6,訓 ,가르칠,훈
2,薰,향풀,훈
2,勳,공적,훈
2,壎,질나발,훈
2,熏,불길,훈
1,暈,무리,훈
3,毁,헐,훼
1,喙,부리,훼
1,卉,풀,훼
4,揮 ,휘두를,휘
3,輝,빛날,휘
2,徽,아름다울/표기,휘
1,諱,숨길/꺼릴,휘
1,麾,기,휘
1,彙,무리,휘
1,喧,지껄일,휜
7,休 ,쉴,휴
3,携,이끌,휴
2,烋,아름다울,휴
1,恤,불쌍할,휼
5,凶 ,흉할,흉
3,胸,가슴,흉
2,匈,오랑캐/가슴,흉
1,兇,흉악할,흉
1,洶,용솟음칠,흉
5,黑 ,검을,흑
1,痕,흔적,흔
1,欣,기쁠,흔
2,欽,공경할,흠
1,歆,흠향할,흠
1,欠,하품,흠
4,吸 ,마실,흡
1,洽,흡족할,흡
1,恰,흡사할,흡
4,興 ,일,흥
4,希 ,바랄,희
4,喜 ,기쁠,희
3,稀,드물,희
3,戲,희롱할,희
2,羲,복희,희
2,姬,아가씨,희
2,熙,빛날,희
2,嬉,아름다울,희
2,熹,빛날,희
2,禧,복,희
2,憙,기뻐할,희
1,犧,희생,희
2,噫,한숨쉴/트림할,희/애
1,詰,꾸짖을,힐
